Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2016,12,Virginia,,,Roanoke city
2017,105,Virginia,,,Roanoke city
2018,87,Virginia,,,Roanoke city
2019,113,Virginia,,,Roanoke city
2020,111,Virginia,,,Roanoke city
2021,191,Virginia,,,Roanoke city
2022,232,Virginia,,,Roanoke city
2023,267,Virginia,,,Roanoke city
2024,2,Virginia,,,Roanoke city
2017,17,Virginia,,,Rockbridge County
2018,16,Virginia,,,Rockbridge County
2019,27,Virginia,,,Rockbridge County
2020,30,Virginia,,,Rockbridge County
2021,55,Virginia,,,Rockbridge County
2022,71,Virginia,,,Rockbridge County
2023,74,Virginia,,,Rockbridge County
2014,1,Virginia,,,Rockingham County
2015,3,Virginia,,,Rockingham County
2016,14,Virginia,,,Rockingham County
2017,50,Virginia,,,Rockingham County
2018,104,Virginia,,,Rockingham County
2019,126,Virginia,,,Rockingham County
2020,148,Virginia,,,Rockingham County
2021,238,Virginia,,,Rockingham County
2022,294,Virginia,,,Rockingham County
2023,303,Virginia,,,Rockingham County
2017,6,Virginia,,,Russell County
2018,5,Virginia,,,Russell County
2019,3,Virginia,,,Russell County
2020,9,Virginia,,,Russell County
2021,14,Virginia,,,Russell County
2022,13,Virginia,,,Russell County
2023,16,Virginia,,,Russell County
2010,7,Virginia,,,Salem city
2016,7,Virginia,,,Salem city
2017,22,Virginia,,,Salem city
2018,26,Virginia,,,Salem city
2019,44,Virginia,,,Salem city
2020,54,Virginia,,,Salem city
2021,59,Virginia,,,Salem city
2022,72,Virginia,,,Salem city
2023,71,Virginia,,,Salem city
2017,4,Virginia,,,Scott County
2018,4,Virginia,,,Scott County
2019,8,Virginia,,,Scott County
2020,6,Virginia,,,Scott County
2021,13,Virginia,,,Scott County
2022,22,Virginia,,,Scott County
2023,22,Virginia,,,Scott County
2016,2,Virginia,,,Shenandoah County
2017,24,Virginia,,,Shenandoah County
2018,28,Virginia,,,Shenandoah County
2019,48,Virginia,,,Shenandoah County
2020,53,Virginia,,,Shenandoah County
2021,78,Virginia,,,Shenandoah County
2022,111,Virginia,,,Shenandoah County
2023,122,Virginia,,,Shenandoah County
2014,1,Virginia,,,Smyth County
2016,1,Virginia,,,Smyth County
2017,6,Virginia,,,Smyth County
2018,10,Virginia,,,Smyth County
2019,6,Virginia,,,Smyth County
2020,21,Virginia,,,Smyth County
2021,21,Virginia,,,Smyth County
2022,23,Virginia,,,Smyth County
2023,30,Virginia,,,Smyth County
2024,1,Virginia,,,Smyth County
2016,2,Virginia,,,Southampton County
2017,1,Virginia,,,Southampton County
2018,3,Virginia,,,Southampton County
2019,4,Virginia,,,Southampton County
2020,5,Virginia,,,Southampton County
2021,13,Virginia,,,Southampton County
2022,13,Virginia,,,Southampton County
2023,18,Virginia,,,Southampton County
2015,5,Virginia,,,Spotsylvania County
2016,28,Virginia,,,Spotsylvania County
2017,140,Virginia,,,Spotsylvania County
2018,199,Virginia,,,Spotsylvania County
2019,271,Virginia,,,Spotsylvania County
2020,354,Virginia,,,Spotsylvania County
2021,532,Virginia,,,Spotsylvania County
2022,728,Virginia,,,Spotsylvania County
2023,702,Virginia,,,Spotsylvania County
2015,8,Virginia,,,Stafford County
2016,48,Virginia,,,Stafford County
2017,198,Virginia,,,Stafford County
2018,292,Virginia,,,Stafford County
2019,404,Virginia,,,Stafford County
2020,513,Virginia,,,Stafford County
2021,739,Virginia,,,Stafford County
2022,1013,Virginia,,,Stafford County
2023,933,Virginia,,,Stafford County
2024,1,Virginia,,,Stafford County
2016,3,Virginia,,,Staunton city
2017,13,Virginia,,,Staunton city
2018,19,Virginia,,,Staunton city
2019,26,Virginia,,,Staunton city
2020,47,Virginia,,,Staunton city
2021,55,Virginia,,,Staunton city
2022,92,Virginia,,,Staunton city
2023,108,Virginia,,,Staunton city
2015,2,Virginia,,,Suffolk city
2016,10,Virginia,,,Suffolk city
2017,57,Virginia,,,Suffolk city
2018,83,Virginia,,,Suffolk city
2019,116,Virginia,,,Suffolk city
2020,163,Virginia,,,Suffolk city
2021,279,Virginia,,,Suffolk city
2022,404,Virginia,,,Suffolk city
2023,390,Virginia,,,Suffolk city
2024,1,Virginia,,,Suffolk city
2017,3,Virginia,,,Surry County
2018,2,Virginia,,,Surry County
2019,5,Virginia,,,Surry County
2020,9,Virginia,,,Surry County
2021,6,Virginia,,,Surry County
2022,14,Virginia,,,Surry County
2023,8,Virginia,,,Surry County
2017,2,Virginia,,,Sussex County
2018,1,Virginia,,,Sussex County
2019,7,Virginia,,,Sussex County
2020,10,Virginia,,,Sussex County
2021,8,Virginia,,,Sussex County
2022,18,Virginia,,,Sussex County
2023,16,Virginia,,,Sussex County
2015,1,Virginia,,,Tazewell County
2017,6,Virginia,,,Tazewell County
2018,7,Virginia,,,Tazewell County
2019,14,Virginia,,,Tazewell County
2020,12,Virginia,,,Tazewell County
2021,20,Virginia,,,Tazewell County
2022,30,Virginia,,,Tazewell County
2023,41,Virginia,,,Tazewell County
2013,7,Virginia,,,Virginia Beach city
2014,1,Virginia,,,Virginia Beach city
2015,5,Virginia,,,Virginia Beach city
2016,53,Virginia,,,Virginia Beach city
2017,329,Virginia,,,Virginia Beach city
2018,489,Virginia,,,Virginia Beach city
2019,612,Virginia,,,Virginia Beach city
2020,752,Virginia,,,Virginia Beach city
2021,1148,Virginia,,,Virginia Beach city
2022,1537,Virginia,,,Virginia Beach city
2023,1529,Virginia,,,Virginia Beach city
2024,4,Virginia,,,Virginia Beach city
2015,1,Virginia,,,Warren County
2016,7,Virginia,,,Warren County
2017,39,Virginia,,,Warren County
2018,42,Virginia,,,Warren County
2019,79,Virginia,,,Warren County
2020,87,Virginia,,,Warren County
2021,120,Virginia,,,Warren County
2022,168,Virginia,,,Warren County
2023,168,Virginia,,,Warren County
2015,2,Virginia,,,Washington County
